day,R0,Policy,VacUptake,Kids,IncurRate,TracePower,days_in_month,stage,stage_prop
Nov (2021),8.0,ME_TS_LS,0.7,No,5.0,ass200_90at5,30,1b,30.0
Nov (2021),8.0,ME_TS_LS,0.7,No,5.0,ass200_90at5,30,2,70.0
Nov (2021),8.0,ME_TS_LS,0.7,No,5.0,ass50_70at5,30,2,56.67
Nov (2021),8.0,ME_TS_LS,0.7,No,5.0,ass50_70at5,30,3,43.33
Nov (2021),8.0,ME_TS_LS,0.7,No,25.0,ass100_90at5,30,1b,33.33
Nov (2021),8.0,ME_TS_LS,0.7,No,25.0,ass100_90at5,30,2,66.67
Nov (2021),8.0,ME_TS_LS,0.7,No,5.0,ass100_90at5_iso,30,2,53.33
Nov (2021),8.0,ME_TS_LS,0.8,No,1.0,ass100_90at5_iso,30,1,10.0
Nov (2021),8.0,ME_TS_LS,0.7,Yes,1.0,ass100_90at5_iso,30,1b,46.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,1.0,ass200_90at5,30,1b,43.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass200_90at5,30,2,56.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass50_70at5,30,2,53.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass50_70at5,30,3,46.67
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass100_90at5,30,1b,40.0
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass100_90at5,30,2,60.0
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass100_90at5_iso,30,1,10.0
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass200_90at5,30,1b,43.33
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass100_90at5_iso,30,1b,46.67
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass200_90at5,30,1b,36.67
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass200_90at5,30,2,63.33
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass50_70at5,30,1b,3.33
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass50_70at5,30,2,53.33
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass50_70at5,30,3,43.33
Nov (2021),8.0,ME_TS_LS,0.8,No,1.0,ass100_90at5,30,1b,40.0
Nov (2021),8.0,ME_TS_LS,0.8,No,0.2,ass100_90at5_iso,30,2,43.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,1.0,ass100_90at5_iso,30,2,43.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass100_90at5_iso,30,2,43.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass100_90at5_iso,30,1,10.0
Nov (2021),8.0,ME_TS_LS,0.7,Yes,1.0,ass200_90at5,30,2,56.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,1.0,ass50_70at5,30,2,53.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,1.0,ass50_70at5,30,3,46.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass100_90at5,30,1b,46.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass100_90at5,30,2,53.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass100_90at5_iso,30,1,10.0
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass100_90at5_iso,30,1b,46.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass100_90at5_iso,30,1b,46.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass200_90at5,30,1b,43.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass200_90at5,30,2,56.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass50_70at5,30,2,53.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass50_70at5,30,3,46.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass100_90at5,30,1b,46.67
Nov (2021),8.0,ME_TS_LS,0.7,Yes,25.0,ass100_90at5,30,2,53.33
Nov (2021),8.0,ME_TS_LS,0.7,Yes,5.0,ass100_90at5_iso,30,2,43.33
Nov (2021),8.0,ME_TS_BS,0.8,No,1.0,ass100_90at5_iso,30,1,10.0
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass100_90at5,30,1,50.0
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass100_90at5_iso,30,1,36.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass100_90at5_iso,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass100_90at5_iso,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass50_70at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass50_70at5,30,1,50.0
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass50_70at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.8,No,25.0,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass50_70at5,30,1,50.0
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass50_70at5,30,1,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass50_70at5,30,1,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass100_90at5_iso,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass100_90at5_iso,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,0.2,ass50_70at5,30,1b,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass50_70at5,30,1,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass100_90at5_iso,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass100_90at5_iso,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,1.0,ass50_70at5,30,1b,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,5.0,ass50_70at5,30,1b,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass50_70at5,30,1b,60.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass50_70at5,30,1,40.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass200_90at5,30,1b,53.33
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass200_90at5,30,1,46.67
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass100_90at5,30,1,50.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass50_70at5,30,1b,60.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass50_70at5,30,1,40.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass200_90at5,30,1b,53.33
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass200_90at5,30,1,46.67
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,25.0,ass100_90at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,5.0,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass50_70at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass50_70at5,30,1,50.0
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass50_70at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass50_70at5,30,1,50.0
Nov (2021),5.0,ME_TS_BS,0.8,No,0.2,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,No,1.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass100_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass100_90at5_iso,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass50_70at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass50_70at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass100_90at5_iso,30,1,60.0
Nov (2021),8.0,ME_TS_BS,0.9,Yes,25.0,ass200_90at5,30,2,53.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass50_70at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,0.2,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass50_70at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass50_70at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,25.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,25.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,25.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,25.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,25.0,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,25.0,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,1.0,ass50_70at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass50_70at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,Yes,5.0,ass50_70at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass100_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass50_70at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass50_70at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass50_70at5,30,1b,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass50_70at5,30,1,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass200_90at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass200_90at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.8,Yes,25.0,ass100_90at5_iso,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,No,0.2,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,No,25.0,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass50_70at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass50_70at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass100_90at5,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass100_90at5,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass50_70at5,30,1b,43.33
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass50_70at5,30,1,56.67
Nov (2021),5.0,ME_TS_BS,0.9,No,1.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_TS_BS,0.9,No,5.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass100_90at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass100_90at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass50_70at5,30,1b,60.0
Nov (2021),5.0,ME_ME_TS,0.95,No,0.2,ass200_90at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.95,No,0.2,ass100_90at5_iso,30,1b,56.67
Nov (2021),5.0,ME_ME_TS,0.95,No,0.2,ass100_90at5_iso,30,1,43.33
Nov (2021),5.0,ME_ME_TS,0.95,No,0.2,ass100_90at5,30,1b,80.0
Nov (2021),5.0,ME_ME_TS,0.95,No,0.2,ass100_90at5,30,1,20.0
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass50_70at5,30,1b,66.67
Nov (2021),5.0,ME_ME_TS,0.95,No,0.2,ass50_70at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass50_70at5,30,1,33.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass100_90at5_iso,30,1b,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass100_90at5_iso,30,1,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass100_90at5,30,1b,46.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass100_90at5,30,1,53.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass50_70at5,30,1b,66.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,25.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass50_70at5,30,1,33.33
Nov (2021),5.0,ME_ME_TS,0.95,No,1.0,ass100_90at5,30,1,20.0
Nov (2021),5.0,ME_ME_TS,0.95,No,1.0,ass100_90at5_iso,30,1,43.33
Nov (2021),5.0,ME_ME_TS,0.95,No,25.0,ass200_90at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.95,No,25.0,ass100_90at5_iso,30,1b,56.67
Nov (2021),5.0,ME_ME_TS,0.95,No,25.0,ass100_90at5_iso,30,1,43.33
Nov (2021),5.0,ME_ME_TS,0.95,No,25.0,ass100_90at5,30,1b,80.0
Nov (2021),5.0,ME_ME_TS,0.95,No,25.0,ass100_90at5,30,1,20.0
Nov (2021),5.0,ME_ME_TS,0.95,No,5.0,ass50_70at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.95,No,1.0,ass100_90at5,30,1b,80.0
Nov (2021),5.0,ME_ME_TS,0.95,No,5.0,ass200_90at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.95,No,5.0,ass100_90at5_iso,30,1,43.33
Nov (2021),5.0,ME_ME_TS,0.95,No,5.0,ass100_90at5,30,1b,80.0
Nov (2021),5.0,ME_ME_TS,0.95,No,5.0,ass100_90at5,30,1,20.0
Nov (2021),5.0,ME_ME_TS,0.95,No,1.0,ass50_70at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.95,No,1.0,ass200_90at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.95,No,1.0,ass100_90at5_iso,30,1b,56.67
Nov (2021),5.0,ME_ME_TS,0.95,No,5.0,ass100_90at5_iso,30,1b,56.67
Nov (2021),5.0,ME_ME_TS,0.95,No,25.0,ass50_70at5,30,1b,100.0
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass100_90at5_iso,30,1b,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass100_90at5,30,1,53.33
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass50_70at5,30,1b,66.67
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass50_70at5,30,1,33.33
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass100_90at5_iso,30,1b,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass100_90at5,30,1b,46.67
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass100_90at5_iso,30,1,36.67
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass100_90at5,30,1,50.0
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass50_70at5,30,1b,66.67
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass50_70at5,30,1,33.33
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_ME_TS,0.9,No,5.0,ass100_90at5_iso,30,1b,63.33
Nov (2021),5.0,ME_ME_TS,0.9,No,25.0,ass100_90at5,30,1b,50.0
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass100_90at5_iso,30,1,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass100_90at5_iso,30,1,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass100_90at5,30,1b,46.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,5.0,ass100_90at5,30,1,53.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass50_70at5,30,1b,66.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass50_70at5,30,1,33.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass100_90at5_iso,30,1b,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass200_90at5,30,1,63.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass100_90at5_iso,30,1,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass100_90at5,30,1b,46.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass100_90at5,30,1,53.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass50_70at5,30,1b,66.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass50_70at5,30,1,33.33
Nov (2021),5.0,ME_ME_TS,0.9,Yes,0.2,ass200_90at5,30,1b,36.67
Nov (2021),5.0,ME_ME_TS,0.9,Yes,1.0,ass100_90at5_iso,30,1b,63.33
Nov (2021),5.0,ME_TS_BS,0.7,Yes,5.0,ass100_90at5,30,1,50.0
Nov (2021),5.0,ME_ME_TS,0.95,Yes,0.2,ass100_90at5,30,1,20.0
Nov (2021),5.0,ME_ME_TS,0.95,Yes,0.2,ass100_90at5_iso,30,1,40.0
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass200_90at5,30,1,36.67
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass100_90at5_iso,30,1b,33.33
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass100_90at5_iso,30,1,66.67
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass100_90at5,30,1b,60.0
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass100_90at5,30,1,40.0
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass50_70at5,30,1b,63.33
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass200_90at5,30,1b,63.33
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass50_70at5,30,1,36.67
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass200_90at5,30,1,36.67
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass100_90at5_iso,30,1b,33.33
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass100_90at5_iso,30,1,66.67
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass100_90at5,30,1b,60.0
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass100_90at5,30,1,40.0
Nov (2021),5.0,ME_TS_BS,0.7,No,1.0,ass50_70at5,30,1b,63.33
Nov (2021),5.0,ME_TS_BS,0.7,No,5.0,ass200_90at5,30,1b,63.33
Nov (2021),5.0,ME_TS_BS,0.7,No,1.0,ass50_70at5,30,1,36.67
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass50_70at5,30,1,36.67
Nov (2021),5.0,ME_TS_BS,0.7,Yes,0.2,ass100_90at5,30,1,50.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass50_70at5,30,1,40.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass200_90at5,30,1b,53.33
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass200_90at5,30,1,46.67
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass100_90at5_iso,30,1b,40.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass100_90at5_iso,30,1,60.0
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass100_90at5,30,1b,50.0
Nov (2021),5.0,ME_TS_BS,0.7,No,25.0,ass50_70at5,30,1b,63.33
Nov (2021),5.0,ME_TS_BS,0.7,Yes,1.0,ass100_90at5,30,1,50.0
